text,Task_aspects,Task_count,text_clean,qwen2.5-3B_answer,time
"Статья посвящена  <Contrib> разработке методов  <Task> извлечения речевых действий из текстов естественного языка </Task>  </Contrib> . В настоящее время одной из наиболее важных проблем является проблема  <Task> создания человеко-машинных интерфейсов </Task> . В данной работе рассматривается задача  <Task> построения подобных интерфейсов путем автоматизированного извлечения речевых действий из текстов естественного языка </Task> . Использование речевых действий позволяет задавать контекст диалога и уточнять смысл употребляемых понятий. По результатам исследования была  <Contrib> разработана программная система, которая способна определять типы речевых действий, представленных в текстах естественного языка </Contrib> . Одно из возможных применений результатов данного исследования заключается в использовании разработанной программной системы при  <Use> создании чат-ботов </Use> .","['создания человеко-машинных интерфейсов', 'построения подобных интерфейсов путем автоматизированного извлечения речевых действий из текстов естественного языка']",2,"Статья посвящена   разработке методов   извлечения речевых действий из текстов естественного языка    . В настоящее время одной из наиболее важных проблем является проблема   создания человеко-машинных интерфейсов  . В данной работе рассматривается задача   построения подобных интерфейсов путем автоматизированного извлечения речевых действий из текстов естественного языка  . Использование речевых действий позволяет задавать контекст диалога и уточнять смысл употребляемых понятий. По результатам исследования была   разработана программная система, которая способна определять типы речевых действий, представленных в текстах естественного языка  . Одно из возможных применений результатов данного исследования заключается в использовании разработанной программной системы при   создании чат-ботов  .",Построение человеко-машинных интерфейсов путем автоматизированного извлечения речевых действий из текстов естественного языка.,1.820826768875122
"Статья посвящена проблеме  <Task> проверки алгоритмов управления, созданных в рамках процесс-ориентированного подхода, на соответствие входным спецификациям </Task> .  <Contrib> Представлена общая схема верификации алгоритма управления </Contrib> , приведены ее реализация в автоматизированном варианте и результаты практической апробации в проекте по  <Use> автоматизации Большого солнечного вакуумного телескопа </Use> .","['проверки алгоритмов управления, созданных в рамках процесс-ориентированного подхода, на соответствие входным спецификациям']",1,"Статья посвящена проблеме   проверки алгоритмов управления, созданных в рамках процесс-ориентированного подхода, на соответствие входным спецификациям  .   Представлена общая схема верификации алгоритма управления  , приведены ее реализация в автоматизированном варианте и результаты практической апробации в проекте по   автоматизации Большого солнечного вакуумного телескопа  .",Проверка алгоритмов управления на соответствие входным спецификациям.,0.9376585483551025
"Рассматривается вопрос  <Task> ускорения численного расчёта распространения волны цунами от очага до берега в рамках дифференциальной модели мелкой воды </Task>  с применением  <Method> аппаратного ускорения на базе FPGA </Method> .  <Contrib> Разработана программная архитектура для расчета системы мелкой воды без учёта внешних сил </Contrib> , являющейся эквивалентной используемой в пакете MOST для численного моделирования движения волны цунами по водной акватории. Численная реализация системы мелкой воды осуществлялась по  <Method> схеме Мак-Кормака </Method> . Точность вычислений разработанного решателя была проверена сравнением с точным решением, известным в случае плоского наклонного дна.  <Adv> Достигнутая точность не уступает, а местами и превосходит точность известного программного пакета MOST </Adv> .",['ускорения численного расчёта распространения волны цунами от очага до берега в рамках дифференциальной модели мелкой воды'],1,"Рассматривается вопрос   ускорения численного расчёта распространения волны цунами от очага до берега в рамках дифференциальной модели мелкой воды   с применением   аппаратного ускорения на базе FPGA  .   Разработана программная архитектура для расчета системы мелкой воды без учёта внешних сил  , являющейся эквивалентной используемой в пакете MOST для численного моделирования движения волны цунами по водной акватории. Численная реализация системы мелкой воды осуществлялась по   схеме Мак-Кормака  . Точность вычислений разработанного решателя была проверена сравнением с точным решением, известным в случае плоского наклонного дна.   Достигнутая точность не уступает, а местами и превосходит точность известного программного пакета MOST  .",Ускорение численного расчёта распространения волны цунами от очага до берега в рамках дифференциальной модели мелкой воды с применением аппаратного ускорения на базе FPGA.,2.3247311115264893
"Статья посвящена  <Task> применению рассуждений на основе прецедентов (case-based reasoning, CBR) в области web-разработки </Task> . Учитывая собственный практический опыт в данной сфере, автор предлагает  <Goal> автоматизировать составление html/css-макета </Goal>  путём  <Method> агрегирования прецедентов кода из предыдущих опытов </Method> , что на методологическом уровне крайне близко к подходу CBR, а именно:  <Contrib> предлагается методика конструирования систем, генерирующих html-код из растрового изображения </Contrib>  и основанных на <Method>  подходе рассуждений на основе прецедентов </Method> . В частности, в статье  <Contrib> изложена оригинальная теория составления структуры изображения </Contrib>  и  <Contrib> описан алгоритм получения такой структуры </Contrib> . Кроме того, рассматривается  <Method> модификация подхода case-based reasoning </Method> , которая позволяет получить требуемый результат решения поставленной задачи. Также описываются результаты прохождения экспериментов разработанной системы в определённых условиях.","['применению рассуждений на основе прецедентов (case-based reasoning, CBR) в области web-разработки']",1,"Статья посвящена   применению рассуждений на основе прецедентов (case-based reasoning, CBR) в области web-разработки  . Учитывая собственный практический опыт в данной сфере, автор предлагает   автоматизировать составление html/css-макета   путём   агрегирования прецедентов кода из предыдущих опытов  , что на методологическом уровне крайне близко к подходу CBR, а именно:   предлагается методика конструирования систем, генерирующих html-код из растрового изображения   и основанных на   подходе рассуждений на основе прецедентов  . В частности, в статье   изложена оригинальная теория составления структуры изображения   и   описан алгоритм получения такой структуры  . Кроме того, рассматривается   модификация подхода case-based reasoning  , которая позволяет получить требуемый результат решения поставленной задачи. Также описываются результаты прохождения экспериментов разработанной системы в определённых условиях.",Составление html/css-макета путём автоматизации составления html-кода из растрового изображения.,1.375178575515747
"Представлена реализация  <Method> подхода «модельно-ориентированного проектирования» </Method>  для решения задачи  <Task> создания автоматизированных систем управления технологическими процессами (АСУ ТП) горнодобывающих предприятий </Task> .   <Method> Подход «модельно-ориентированного проектирования»  </Method>  заключается в организации контура тестирования, в котором испытуемый объект функционирует в среде, идентичной реальному процессу по входным сигналам. Подход основан на  <Method> использовании математических моделей, имитирующих протекание технологического процесса под управлением АСУ ТП </Method> . Математические модели используются для формирования наборов тестовых данных.  <Contrib> Разработан имитационный программно-аппаратный комплекс </Contrib> . Основными частями комплекса являются: рабочая станция оператора SCADA, рабочая станция оператора модели, среда передачи данных, блок формирования физических сигналов, блок дублирования физических сигналов и программируемые логические контроллеры АСУ ТП. В качестве среды имитационного моделирования применена  <Tool> система MTSS </Tool> .  <Contrib> Предложен и реализован вариант развития способа Hardware-in-the-loop </Contrib> , обеспечивающего создание совместимых компонентов систем автоматизации. Приведено описание методики тестирования АСУ ТП. Данная методика успешно применена для  <Contrib> разработки, отладки и тестирования АСКУ ТО М (Автоматизированная система контроля и управления технологическим объектом во взрывозащищенном исполнении) </Contrib> .",['создания автоматизированных систем управления технологическими процессами (АСУ ТП) горнодобывающих предприятий'],1,"Представлена реализация   подхода «модельно-ориентированного проектирования»   для решения задачи   создания автоматизированных систем управления технологическими процессами (АСУ ТП) горнодобывающих предприятий  .    Подход «модельно-ориентированного проектирования»    заключается в организации контура тестирования, в котором испытуемый объект функционирует в среде, идентичной реальному процессу по входным сигналам. Подход основан на   использовании математических моделей, имитирующих протекание технологического процесса под управлением АСУ ТП  . Математические модели используются для формирования наборов тестовых данных.   Разработан имитационный программно-аппаратный комплекс  . Основными частями комплекса являются: рабочая станция оператора SCADA, рабочая станция оператора модели, среда передачи данных, блок формирования физических сигналов, блок дублирования физических сигналов и программируемые логические контроллеры АСУ ТП. В качестве среды имитационного моделирования применена   система MTSS  .   Предложен и реализован вариант развития способа Hardware-in-the-loop  , обеспечивающего создание совместимых компонентов систем автоматизации. Приведено описание методики тестирования АСУ ТП. Данная методика успешно применена для   разработки, отладки и тестирования АСКУ ТО М (Автоматизированная система контроля и управления технологическим объектом во взрывозащищенном исполнении)  .",Решена задача создания автоматизированных систем управления технологическими процессами (АСУ ТП) горнодобывающих предприятий.,1.953881025314331
" <Contrib> Представлен алгоритм для  <Task> численного моделирования динамики пучков в суперколлайдерах </Task>  </Contrib> . При взаимодействии высокоэнергетичных пучков возможна их деформация и разрушение, и  <Task> изучение устойчивости пучка  </Task> является актуальной задачей. <Contrib>  Рассматривается движение пучков в самосогласованных электромагнитных полях с учетом угла встречи в полностью трехмерном случае </Contrib> . Задача решается  <Method> методом частиц-в-ячейках </Method> .  <Adv> Распараллеливание по области и по частицам позволяет проводить численные эксперименты с 10^9 модельных частиц </Adv> . Приведены результаты моделирования и сравнение с существующим аналитическим решением.",['изучение устойчивости пучка'],1,"  Представлен алгоритм для   численного моделирования динамики пучков в суперколлайдерах    . При взаимодействии высокоэнергетичных пучков возможна их деформация и разрушение, и   изучение устойчивости пучка   является актуальной задачей.   Рассматривается движение пучков в самосогласованных электромагнитных полях с учетом угла встречи в полностью трехмерном случае  . Задача решается   методом частиц-в-ячейках  .   Распараллеливание по области и по частицам позволяет проводить численные эксперименты с 10^9 модельных частиц  . Приведены результаты моделирования и сравнение с существующим аналитическим решением.",Задача устойчивости пучка была решена.,0.6942033767700195
"Статья посвящена решению проблемы  <Task> адаптации больших древовидных и линейных меню мобильных и интернет-услуг для различных типов пользователей на основании их интересов, социального статуса, а также иных параметров </Task> .  <Contrib> Разработана программная система, строящая оптимальное меню услуг для классов пользователей, разделенных по социально-экономическим и физическим параметрам </Contrib> , с использованием  <Method> модифицированного алгоритма построения оптимального графа USSD-меню </Method> . В работе используется  <Method> онтологический подход для формального представления понятий данной предметной области, извлечения, представления и обработки знаний </Method> . Для адаптации интерфейсов используются модели пользователей , представляющие описания их потребностей, целей, интересов. Формализация поведения пользователей осуществляется при помощи  онтологической модели мобильных и интернет-услуг. Каждого пользователя можно отнести к определенной модели на основании его физических и социальных параметров. Программа, реализующая адаптацию меню, состоит из двух модулей: модуль получения частот вызова услуг на основе запросов к онтологии и модуль оптимизации графа меню. Алгоритм оптимизации меню работает с  <Tool> языком описания графов DOT </Tool> .","['адаптации больших древовидных и линейных меню мобильных и интернет-услуг для различных типов пользователей на основании их интересов, социального статуса, а также иных параметров']",1,"Статья посвящена решению проблемы   адаптации больших древовидных и линейных меню мобильных и интернет-услуг для различных типов пользователей на основании их интересов, социального статуса, а также иных параметров  .   Разработана программная система, строящая оптимальное меню услуг для классов пользователей, разделенных по социально-экономическим и физическим параметрам  , с использованием   модифицированного алгоритма построения оптимального графа USSD-меню  . В работе используется   онтологический подход для формального представления понятий данной предметной области, извлечения, представления и обработки знаний  . Для адаптации интерфейсов используются модели пользователей , представляющие описания их потребностей, целей, интересов. Формализация поведения пользователей осуществляется при помощи  онтологической модели мобильных и интернет-услуг. Каждого пользователя можно отнести к определенной модели на основании его физических и социальных параметров. Программа, реализующая адаптацию меню, состоит из двух модулей: модуль получения частот вызова услуг на основе запросов к онтологии и модуль оптимизации графа меню. Алгоритм оптимизации меню работает с   языком описания графов DOT  .","Решена задача адаптации больших древовидных и линейных меню мобильных и интернет-услуг для различных типов пользователей на основе их интересов, социального статуса и других параметров.",3.030458927154541
"В ходе научных исследований порождается большое количество данных в цифровом формате, и для после- дующего использования этих данных (обработки, анализа, публикации) их необходимо организованно собирать и хранить.  <Task> Построение информационной инфраструктуры для решения этих задач </Task>  – одна из наиболее актуальных проблем в области организации работы с экспериментальными данными. Авторами настоящей статьи  <Contrib> разрабатывается информационная система для автоматизации сбора, хранения и анализа данных </Contrib> , в качестве отправной точки для которой используются три задачи обработки данных из области физиологии. Рассмотрены и проанализированы возникающие в процессе разработки такой системы проблемы, а также существующие подходы и готовые решения этих и схожих задач . На основе результатов проведенного анализа  <Contrib> предложен ряд моделей и механизмов для решения возникших проблем </Contrib> . Разработанные решения включают в себя модели и механизмы сбора и хранения экспериментальных данных, модель для описания и формализации сценариев обработки данных и механизмы для обработки собранных данных в распределенной вычислительной системе. В результате  <Contrib> представлена архитектура вычислительной системы для сбора, хранения и обработки экспериментальных данных </Contrib> . Система предлагается в качестве инструмента для  <Use> решения широкого спектра задач, возникающих при проведении научных исследований и требующих сбора, хранения и многоэтапной обработки различных типов данных </Use> .",['Построение информационной инфраструктуры для решения этих задач'],1,"В ходе научных исследований порождается большое количество данных в цифровом формате, и для после- дующего использования этих данных (обработки, анализа, публикации) их необходимо организованно собирать и хранить.   Построение информационной инфраструктуры для решения этих задач   – одна из наиболее актуальных проблем в области организации работы с экспериментальными данными. Авторами настоящей статьи   разрабатывается информационная система для автоматизации сбора, хранения и анализа данных  , в качестве отправной точки для которой используются три задачи обработки данных из области физиологии. Рассмотрены и проанализированы возникающие в процессе разработки такой системы проблемы, а также существующие подходы и готовые решения этих и схожих задач . На основе результатов проведенного анализа   предложен ряд моделей и механизмов для решения возникших проблем  . Разработанные решения включают в себя модели и механизмы сбора и хранения экспериментальных данных, модель для описания и формализации сценариев обработки данных и механизмы для обработки собранных данных в распределенной вычислительной системе. В результате   представлена архитектура вычислительной системы для сбора, хранения и обработки экспериментальных данных  . Система предлагается в качестве инструмента для   решения широкого спектра задач, возникающих при проведении научных исследований и требующих сбора, хранения и многоэтапной обработки различных типов данных  .",Решена задача обработки данных из области физиологии.,0.9223110675811768
" <Task> Исследование регуляции транскрипции генов на основе данных современных технологий высокопроизводительного секвенирования </Task>  является актуальной задачей биоинформатики, требующей развития новых компьютерных средств, в том числе на основе суперкомпьютерных вычислений.  <Contrib> Рассмотрены задачи обработки данных полногеномных профилей ChIP-seq связывания транскрипционных факторов в геномах, определения пиков профилей и поиска сайтов связывания в нуклеотидных последовательностях таких пиков </Contrib> .  <Contrib> Разработаны программы для анализа положения сайтов связывания в геноме относительно районов генов, расчета кластеров таких сайтов и визуализации их положения в геноме </Contrib> .  <Contrib> Рассчитаны кластеры сайтов связывания транскрипционных факторов в геноме человека </Contrib>  по базе данных Cistrome,  <Contrib> построены матрицы совместной встречаемости пар сайтов связывания различных транскрипционных факторов в геноме для различных типов тканей и культур клеток </Contrib> .  <Contrib> Проведен вычислительный эксперимент по компьютерной генерации случайных кластеров в геноме, а также оценке встре- чаемости кластеров большого размера для экспериментально полученных сайтов связывания транскрипционных факторов в геноме человека </Contrib> .  <Contrib> Найдены закономерности встречаемости сайтов факторов плюрипотентности в эмбриональных стволовых клетках </Contrib> . Разработанное программное обеспечение доступно по запросу к авторам",['Исследование регуляции транскрипции генов на основе данных современных технологий высокопроизводительного секвенирования'],1,"  Исследование регуляции транскрипции генов на основе данных современных технологий высокопроизводительного секвенирования   является актуальной задачей биоинформатики, требующей развития новых компьютерных средств, в том числе на основе суперкомпьютерных вычислений.   Рассмотрены задачи обработки данных полногеномных профилей ChIP-seq связывания транскрипционных факторов в геномах, определения пиков профилей и поиска сайтов связывания в нуклеотидных последовательностях таких пиков  .   Разработаны программы для анализа положения сайтов связывания в геноме относительно районов генов, расчета кластеров таких сайтов и визуализации их положения в геноме  .   Рассчитаны кластеры сайтов связывания транскрипционных факторов в геноме человека   по базе данных Cistrome,   построены матрицы совместной встречаемости пар сайтов связывания различных транскрипционных факторов в геноме для различных типов тканей и культур клеток  .   Проведен вычислительный эксперимент по компьютерной генерации случайных кластеров в геноме, а также оценке встре- чаемости кластеров большого размера для экспериментально полученных сайтов связывания транскрипционных факторов в геноме человека  .   Найдены закономерности встречаемости сайтов факторов плюрипотентности в эмбриональных стволовых клетках  . Разработанное программное обеспечение доступно по запросу к авторам","Разработаны программы для анализа положения сайтов связывания в геноме относительно районов генов, расчета кластеров таких сайтов и визуализации их положения в геноме.",3.29162335395813
"Современные постгеномные методы изучения экспрессии генов с помощью транскриптомного профилирования имеют большое значение для фундаментальных биомедицинских исследований в онкологии, поиска новых маркеров развития опухолей на культурах клеток глиом. Такие эксперименты требуют  <Task> разработки новых компьютерных инструментов анализа объемных данных секвенирования </Task> . Цель представленного исследования –  <Goal> компьютерный поиск генов и их изоформ </Goal> , нарушение экспрессии которых связано с развитием глиобластом, с помощью современных высокопроизводительных технологий секвенирования транскриптом и международных биомедицинских банков данных.  <Task> Поиск генов – кандидатов для терапевтического воздействия в опухолях, в том числе отдельных изоформ генов </Task> , актуален в  <Use> здравоохранении </Use>  и  <Use> современной высокотехнологичной медицине </Use> . В данной работе представлены задачи биоинформатики, связанные с  <Contrib> разработкой компьютерных конвейеров обработки транскриптомных данных </Contrib> ,  <Contrib> определения дифференциально экспрессирующихся генов </Contrib> ,  <Contrib> анализа альтернативного сплайсинга </Contrib> ,  <Contrib> описания категорий генных онтологий для найденных групп генов </Contrib> . Рассмотрены задачи  <Contrib> автоматического поиска и описания функций генов в связи с раковыми заболеваниями </Contrib> ,  <Contrib> визуализации результатов и разработки биомедицинских баз данных </Contrib> .  <Contrib> Представлен прототип базы данных дифференциального альтернативного сплайсинга генов – «Дифференциальный альтернативный сплайсинг генов человека при вторичной глиобластоме (ДАСГГ)» </Contrib> , с возможностью работы через веб-сайт, поиска уровней экспрессии отдельных изоформ в глиальной опухоли","['разработки новых компьютерных инструментов анализа объемных данных секвенирования', 'Поиск генов – кандидатов для терапевтического воздействия в опухолях, в том числе отдельных изоформ генов']",2,"Современные постгеномные методы изучения экспрессии генов с помощью транскриптомного профилирования имеют большое значение для фундаментальных биомедицинских исследований в онкологии, поиска новых маркеров развития опухолей на культурах клеток глиом. Такие эксперименты требуют   разработки новых компьютерных инструментов анализа объемных данных секвенирования  . Цель представленного исследования –   компьютерный поиск генов и их изоформ  , нарушение экспрессии которых связано с развитием глиобластом, с помощью современных высокопроизводительных технологий секвенирования транскриптом и международных биомедицинских банков данных.   Поиск генов – кандидатов для терапевтического воздействия в опухолях, в том числе отдельных изоформ генов  , актуален в   здравоохранении   и   современной высокотехнологичной медицине  . В данной работе представлены задачи биоинформатики, связанные с   разработкой компьютерных конвейеров обработки транскриптомных данных  ,   определения дифференциально экспрессирующихся генов  ,   анализа альтернативного сплайсинга  ,   описания категорий генных онтологий для найденных групп генов  . Рассмотрены задачи   автоматического поиска и описания функций генов в связи с раковыми заболеваниями  ,   визуализации результатов и разработки биомедицинских баз данных  .   Представлен прототип базы данных дифференциального альтернативного сплайсинга генов – «Дифференциальный альтернативный сплайсинг генов человека при вторичной глиобластоме (ДАСГГ)»  , с возможностью работы через веб-сайт, поиска уровней экспрессии отдельных изоформ в глиальной опухоли","Решена задача разработки компьютерных конвейеров обработки транскриптомных данных, определения дифференциально экспрессирующихся генов, анализа альтернативного сплайсинга и описания категорий генных онтологий для найденных групп генов. Также решена задача автоматического поиска и описания функций генов в связи",7.046367406845093
" <Task> Разработка и применение компьютерных средств анализа транскриптомных данных в модельных организмах животных  </Task>  представляет актуальную задачу биоинформатики. Задача  <Task> исследования экспрессии генов современными методами высокопроизводительного секвенирования в отделах мозга лабораторных животных </Task>  является исключительно важной для изучения генетических основ поведения в целом.  <Task> Изучение генетических детерминант агрессивного поведения </Task>  не только сохраняет актуальность для исследования молекулярных механизмов регуляции поведения, но и имеет широкую практическую составляющую при работе с животными, для  <Use> решения задач агробиологии </Use> . Наследственная предрасположенность животных к агрессивному поведению приводит к появлению различий в строении головного мозга, и сравнение таких различий позволит найти как общие, так и специфичные механизмы регуляции поведения, способствующие проявлению агрессии в провоцирующих условиях среды.  <Contrib> Представлены компьютерные программы анализа сплайсинга и прототип базы данных экспрессии генов в отделах мозга лабораторных животных </Contrib>  – серых крыс, селектированных по проявлению агрессивного поведения.  <Contrib> Выполнена функциональная аннотация генов с повышенной и пониженной экспрессией в экспериментах на крыса </Contrib> , <Contrib>  рассмотрены варианты изоформ и альтернативного сплайсинга этих генов </Contrib> .","['Разработка и применение компьютерных средств анализа транскриптомных данных в модельных организмах животных', 'исследования экспрессии генов современными методами высокопроизводительного секвенирования в отделах мозга лабораторных животных', 'Изучение генетических детерминант агрессивного поведения']",3,"  Разработка и применение компьютерных средств анализа транскриптомных данных в модельных организмах животных    представляет актуальную задачу биоинформатики. Задача   исследования экспрессии генов современными методами высокопроизводительного секвенирования в отделах мозга лабораторных животных   является исключительно важной для изучения генетических основ поведения в целом.   Изучение генетических детерминант агрессивного поведения   не только сохраняет актуальность для исследования молекулярных механизмов регуляции поведения, но и имеет широкую практическую составляющую при работе с животными, для   решения задач агробиологии  . Наследственная предрасположенность животных к агрессивному поведению приводит к появлению различий в строении головного мозга, и сравнение таких различий позволит найти как общие, так и специфичные механизмы регуляции поведения, способствующие проявлению агрессии в провоцирующих условиях среды.   Представлены компьютерные программы анализа сплайсинга и прототип базы данных экспрессии генов в отделах мозга лабораторных животных   – серых крыс, селектированных по проявлению агрессивного поведения.   Выполнена функциональная аннотация генов с повышенной и пониженной экспрессией в экспериментах на крыса  ,   рассмотрены варианты изоформ и альтернативного сплайсинга этих генов  .",Изучение генетических детерминант агрессивного поведения,1.159332036972046
